,#,When,Who,Problem,Lang,Verdict,Time,Memory
1203,4495968,Sep/18/2013 18:27,tourist,K - Chessboard in FEN,GNU C++,Accepted,30 ms,0 KB
1204,4495953,Sep/18/2013 18:26,tourist,K - Chessboard in FEN,GNU C++,Wrong answer on test 2,30 ms,0 KB
1205,4495834,Sep/18/2013 18:17,tourist,J - Common Permutation,GNU C++,Accepted,0 ms,100 KB
1206,4495784,Sep/18/2013 18:13,tourist,J - Common Permutation,GNU C++,Wrong answer on test 1,30 ms,100 KB
1207,4495750,Sep/18/2013 18:11,tourist,I - Graph of Inversions,GNU C++,Accepted,30 ms,100 KB
1208,4495685,Sep/18/2013 18:06,tourist,H - This Takes the Cake,GNU C++,Accepted,0 ms,0 KB
1209,4495631,Sep/18/2013 18:02,tourist,G - Squadtrees,GNU C++,Accepted,30 ms,200 KB
1210,4495478,Sep/18/2013 17:53,tourist,G - Squadtrees,GNU C++,Wrong answer on test 1,0 ms,200 KB
1211,4495354,Sep/18/2013 17:44,tourist,F - Pushing Boxes,GNU C++,Accepted,0 ms,700 KB
1212,4495185,Sep/18/2013 17:33,tourist,E - Polly Nomials,GNU C++,Accepted,0 ms,0 KB
1213,4495164,Sep/18/2013 17:32,tourist,E - Polly Nomials,GNU C++,Wrong answer on test 1,0 ms,0 KB
1214,4495096,Sep/18/2013 17:27,tourist,D - Phone Home,GNU C++,Accepted,0 ms,0 KB
1215,4494997,Sep/18/2013 17:22,tourist,C - EKG Sequence,GNU C++,Accepted,124 ms,16600 KB
1216,4494881,Sep/18/2013 17:15,tourist,B - Decorations,GNU C++,Accepted,872 ms,1900 KB
1217,4494539,Sep/18/2013 16:55,tourist,B - Decorations,GNU C++,Wrong answer on test 1,872 ms,1900 KB
1218,4494443,Sep/18/2013 16:50,tourist,B - Decorations,GNU C++,Wrong answer on test 1,872 ms,1900 KB
1219,4494365,Sep/18/2013 16:46,tourist,A - Crypto Columns,GNU C++,Accepted,0 ms,0 KB
1220,4470358,Sep/14/2013 21:35,tourist,E - Pumping Stations,GNU C++,Accepted,92 ms,10300 KB
1221,4464141,Sep/14/2013 20:18,tourist,D - Water Tree,GNU C++,Accepted,1122 ms,41000 KB
1222,4460935,Sep/14/2013 19:46,tourist,C - Read Time,GNU C++,Accepted,686 ms,19300 KB
1223,4459735,Sep/14/2013 19:38,tourist,B - Alternating Current,GNU C++,Accepted,30 ms,2400 KB
1224,4458959,Sep/14/2013 19:34,tourist,A - Rational Resistance,GNU C++,Accepted,30 ms,0 KB
1225,4295147,Aug/16/2013 21:29,tourist,D - GCD Table,GNU C++,Accepted,30 ms,3300 KB
1226,4293877,Aug/16/2013 21:11,tourist,C - Divisor Tree,GNU C++,Accepted,30 ms,100 KB
1227,4292482,Aug/16/2013 20:52,tourist,A - Quiz,GNU C++,Accepted,30 ms,0 KB
1228,4291715,Aug/16/2013 20:42,tourist,E - Optimize!,GNU C++,Accepted,312 ms,31300 KB
1229,4291365,Aug/16/2013 20:38,tourist,E - Optimize!,GNU C++,Wrong answer on pretest 2,30 ms,23500 KB
1230,4289897,Aug/16/2013 20:24,tourist,B - Book of Evil,GNU C++,Accepted,156 ms,32100 KB
1231,4224349,Aug/03/2013 23:50,* tourist,E - Counting Skyscrapers,GNU C++,Accepted,1248 ms,17200 KB
1232,4223701,Aug/03/2013 23:09,* tourist,D - Rectangles and Square,GNU C++,Accepted,1060 ms,160100 KB
1233,4222343,Aug/03/2013 21:49,* tourist,B - Palindrome,GNU C++,Accepted,62 ms,33400 KB
1234,4222014,Aug/03/2013 21:35,* tourist,C - More Reclamation,GNU C++,Accepted,62 ms,300 KB
1235,4221303,Aug/03/2013 21:05,* tourist,A - Banana,GNU C++,Accepted,62 ms,400 KB
1236,4122060,Jul/20/2013 19:29,tourist,C - Graph Reconstruction,GNU C++,Accepted,156 ms,31400 KB
1237,4118708,Jul/20/2013 18:39,tourist,D - The Evil Temple and the Moving Rocks,GNU C++,Accepted,0 ms,0 KB
1238,4114580,Jul/20/2013 17:50,tourist,B - Biridian Forest,GNU C++,Accepted,78 ms,14700 KB
1239,4113197,Jul/20/2013 17:41,tourist,A - Purification,GNU C++,Accepted,15 ms,0 KB
1240,4092885,Jul/17/2013 21:29,tourist,D3 - Escaping on Beaveractor,GNU C++,Accepted,968 ms,292800 KB
1241,4092858,Jul/17/2013 21:28,tourist,D2 - Escaping on Beaveractor,GNU C++,Accepted,234 ms,292800 KB
1242,4091923,Jul/17/2013 21:02,tourist,D2 - Escaping on Beaveractor,GNU C++,Accepted,578 ms,285800 KB
1243,4091829,Jul/17/2013 21:00,tourist,D1 - Escaping on Beaveractor,GNU C++,Accepted,281 ms,281800 KB
1244,4089462,Jul/17/2013 20:09,tourist,B2 - Shave Beaver!,GNU C++,Accepted,218 ms,5200 KB
1245,4089349,Jul/17/2013 20:08,tourist,B1 - Shave Beaver!,GNU C++,Accepted,93 ms,5200 KB
1246,4088949,Jul/17/2013 20:00,tourist,A2 - Oh Sweet Beaverette,GNU C++,Accepted,250 ms,7800 KB
1247,4088920,Jul/17/2013 20:00,tourist,A1 - Oh Sweet Beaverette,GNU C++,Accepted,15 ms,7800 KB
1248,4088453,Jul/17/2013 19:52,tourist,C3 - The Great Julya Calendar,GNU C++,Accepted,15 ms,100 KB
1249,4088451,Jul/17/2013 19:52,tourist,C2 - The Great Julya Calendar,GNU C++,Accepted,15 ms,100 KB
1250,4088426,Jul/17/2013 19:51,tourist,C1 - The Great Julya Calendar,GNU C++,Accepted,15 ms,100 KB
1251,3892757,Jun/14/2013 20:57,tourist,C - Balance,GNU C++,Wrong answer on test 55,46 ms,16700 KB
1252,3889207,Jun/14/2013 20:19,tourist,D - Game with Powers,GNU C++,Accepted,31 ms,100 KB
1253,3888482,Jun/14/2013 20:12,tourist,B - Ants,GNU C++,Accepted,281 ms,3500 KB
1254,3886617,Jun/14/2013 19:52,tourist,A - Perfect Pair,GNU C++,Accepted,15 ms,0 KB
1255,3886404,Jun/14/2013 19:50,tourist,D - Game with Powers,GNU C++,Wrong answer on pretest 4,15 ms,0 KB
1256,3875572,Jun/12/2013 21:18,tourist,G3 - Good Substrings,GNU C++,Time limit exceeded on test 30,4000 ms,9100 KB
1257,3875527,Jun/12/2013 21:16,tourist,G3 - Good Substrings,GNU C++,Time limit exceeded on test 30,4000 ms,9100 KB
1258,3875466,Jun/12/2013 21:13,tourist,G3 - Good Substrings,GNU C++,Time limit exceeded on test 30,4000 ms,9100 KB
1259,3872862,Jun/12/2013 20:17,tourist,F3 - Suns and Rays,GNU C++,Accepted,703 ms,77100 KB
1260,3872762,Jun/12/2013 20:15,tourist,F2 - Suns and Rays,GNU C++,Accepted,703 ms,77100 KB
1261,3872694,Jun/12/2013 20:13,tourist,F3 - Suns and Rays,GNU C++,Wrong answer on test 7,515 ms,77100 KB
1262,3872487,Jun/12/2013 20:10,tourist,F3 - Suns and Rays,GNU C++,Wrong answer on test 20,671 ms,77100 KB
1263,3872476,Jun/12/2013 20:09,tourist,F2 - Suns and Rays,GNU C++,Accepted,671 ms,77100 KB
1264,3872438,Jun/12/2013 20:09,tourist,F1 - Suns and Rays,GNU C++,Accepted,546 ms,77100 KB
1265,3872150,Jun/12/2013 20:04,tourist,F1 - Suns and Rays,GNU C++,Wrong answer on test 4,265 ms,77100 KB
1266,3871802,Jun/12/2013 19:58,tourist,F1 - Suns and Rays,GNU C++,Wrong answer on test 2,109 ms,77100 KB
1267,3870518,Jun/12/2013 19:33,tourist,E3 - Summer Homework,GNU C++,Accepted,1750 ms,47000 KB
1268,3869439,Jun/12/2013 19:14,tourist,E2 - Summer Homework,GNU C++,Accepted,671 ms,17400 KB
1269,3869197,Jun/12/2013 19:10,tourist,E2 - Summer Homework,GNU C++,Time limit exceeded on test 32,3000 ms,17400 KB
1270,3868861,Jun/12/2013 19:04,tourist,E2 - Summer Homework,GNU C++,Wrong answer on test 9,0 ms,17400 KB
1271,3868049,Jun/12/2013 18:51,tourist,F1 - Suns and Rays,GNU C++,Wrong answer on test 2,375 ms,43700 KB
1272,3867332,Jun/12/2013 18:41,tourist,G2 - Good Substrings,GNU C++,Accepted,328 ms,38700 KB
1273,3867240,Jun/12/2013 18:40,tourist,G1 - Good Substrings,GNU C++,Accepted,93 ms,38700 KB
1274,3866051,Jun/12/2013 18:21,tourist,F1 - Suns and Rays,GNU C++,Wrong answer on test 2,546 ms,43700 KB
1275,3865013,Jun/12/2013 18:03,tourist,C2 - Tidying Up,GNU C++,Accepted,1078 ms,5500 KB
1276,3864899,Jun/12/2013 18:02,tourist,C1 - Tidying Up,GNU C++,Accepted,15 ms,5500 KB
1277,3864059,Jun/12/2013 17:48,tourist,D3 - PE Lesson,GNU C++,Accepted,281 ms,4400 KB
1278,3864057,Jun/12/2013 17:48,tourist,D2 - PE Lesson,GNU C++,Accepted,15 ms,4400 KB
1279,3863479,Jun/12/2013 17:41,tourist,E1 - Summer Homework,GNU C++,Accepted,31 ms,3500 KB
1280,3863206,Jun/12/2013 17:37,tourist,D1 - PE Lesson,GNU C++,Accepted,15 ms,2400 KB
1281,3861163,Jun/12/2013 17:14,tourist,B2 - EKG,GNU C++,Accepted,15 ms,0 KB
1282,3860823,Jun/12/2013 17:11,tourist,B1 - EKG,GNU C++,Accepted,15 ms,0 KB
1283,3860545,Jun/12/2013 17:06,tourist,A2 - Special Task,GNU C++,Accepted,15 ms,100 KB
1284,3860538,Jun/12/2013 17:06,tourist,A1 - Special Task,GNU C++,Accepted,15 ms,100 KB
1285,3860518,Jun/12/2013 17:05,tourist,A1 - Special Task,GNU C++,Wrong answer on test 3,0 ms,100 KB
1286,3860517,Jun/12/2013 17:03,tourist,A1 - Special Task,GNU C++,Wrong answer on test 3,0 ms,100 KB
1287,3821721,Jun/04/2013 17:30,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",H - School of Magic,GNU C++,Accepted,140 ms,500 KB
1288,3821691,Jun/04/2013 17:19,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",F - Infinite Recursion,Java 7,Accepted,1546 ms,100 KB
1289,3821673,Jun/04/2013 17:13,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",F - Infinite Recursion,Java 7,Wrong answer on test 6,62 ms,0 KB
1290,3821506,Jun/04/2013 16:23,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",I - Shepherd's Problem,Java 7,Accepted,125 ms,200 KB
1291,3821488,Jun/04/2013 16:18,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",I - Shepherd's Problem,Java 7,Wrong answer on test 7,78 ms,100 KB
1292,3821462,Jun/04/2013 16:10,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",I - Shepherd's Problem,Java 7,Wrong answer on test 7,78 ms,100 KB
1293,3821390,Jun/04/2013 15:51,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",D - Minimal Cut Matrix,GNU C++,Accepted,15 ms,200 KB
1294,3821352,Jun/04/2013 15:41,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",J - Suffix Automaton,Java 7,Accepted,109 ms,300 KB
1295,3821306,Jun/04/2013 15:26,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",E - Shortest Path,GNU C++,Accepted,15 ms,200 KB
1296,3821257,Jun/04/2013 15:05,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",B - Discount,GNU C++,Accepted,78 ms,32900 KB
1297,3821237,Jun/04/2013 14:58,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",A - War Academy,GNU C++,Accepted,15 ms,200 KB
1298,3821221,Jun/04/2013 14:53,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",C - Dowry,Java 7,Accepted,234 ms,300 KB
1299,3821176,Jun/04/2013 14:34,"SPb NRU ITMO 1: tourist, niyaznigmatul, cerealguy#",G - Yet Another Rooks Problem,GNU C++,Accepted,78 ms,56300 KB
1300,3729478,May/17/2013 15:10,tourist,D - Tennis Rackets,GNU C++,Accepted,2453 ms,100 KB
1301,3729411,May/17/2013 14:40,tourist,B - Context Advertising,GNU C++,Accepted,156 ms,63100 KB
1302,3729371,May/17/2013 14:29,tourist,C - Memory for Arrays,GNU C++,Accepted,687 ms,4400 KB
1303,3729326,May/17/2013 14:16,tourist,A - Morning run,GNU C++,Accepted,375 ms,34800 KB
1304,3713985,May/12/2013 22:46,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,859 ms,16100 KB
1305,3713984,May/12/2013 22:46,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,859 ms,16100 KB
1306,3713982,May/12/2013 22:45,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,906 ms,16100 KB
1307,3713980,May/12/2013 22:45,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,826 ms,16100 KB
1308,3713978,May/12/2013 22:44,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,984 ms,16100 KB
1309,3713975,May/12/2013 22:44,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,906 ms,16100 KB
1310,3713974,May/12/2013 22:43,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,1093 ms,16100 KB
1311,3713971,May/12/2013 22:42,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,906 ms,16100 KB
1312,3713959,May/12/2013 22:41,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,1140 ms,16100 KB
1313,3713952,May/12/2013 22:40,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,811 ms,16100 KB
1314,3713949,May/12/2013 22:39,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,1093 ms,16100 KB
1315,3713946,May/12/2013 22:39,tourist,E - Random Ranking,GNU C++,Wrong answer on test 1,0 ms,16100 KB
1316,3713940,May/12/2013 22:38,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,1078 ms,16100 KB
1317,3713935,May/12/2013 22:36,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,842 ms,16100 KB
1318,3713932,May/12/2013 22:36,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,906 ms,16100 KB
1319,3713928,May/12/2013 22:35,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,937 ms,16100 KB
1320,3713915,May/12/2013 22:31,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,875 ms,16100 KB
1321,3713909,May/12/2013 22:30,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,937 ms,16100 KB
1322,3713905,May/12/2013 22:29,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,859 ms,16100 KB
1323,3713899,May/12/2013 22:28,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,811 ms,16100 KB
1324,3713894,May/12/2013 22:28,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,842 ms,16100 KB
1325,3713888,May/12/2013 22:27,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,953 ms,16100 KB
1326,3713886,May/12/2013 22:26,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,1187 ms,16100 KB
1327,3713882,May/12/2013 22:25,tourist,E - Random Ranking,GNU C++,Wrong answer on test 21,1031 ms,16100 KB
1328,3713733,May/12/2013 21:56,tourist,E - Random Ranking,GNU C++,Time limit exceeded on test 28,2000 ms,24100 KB
1329,3713726,May/12/2013 21:55,tourist,E - Random Ranking,GNU C++,Accepted,1890 ms,16100 KB
1330,3609723,Apr/23/2013 11:35,tourist,E - Close Vertices,GNU C++,Accepted,937 ms,26100 KB
1331,3609678,Apr/23/2013 11:22,tourist,E - Close Vertices,GNU C++,Wrong answer on test 50,875 ms,26100 KB
1332,3606650,Apr/22/2013 21:23,tourist,B - Distinct Paths,GNU C++,Accepted,125 ms,300 KB
1333,3605548,Apr/22/2013 20:42,tourist,A - Weird Game,GNU C++,Accepted,46 ms,34800 KB
1334,3605165,Apr/22/2013 20:32,tourist,C - Cube Problem,GNU C++,Accepted,671 ms,1700 KB
1335,3603787,Apr/22/2013 20:04,tourist,D - Ksusha and Square,GNU C++,Accepted,515 ms,126000 KB
1336,3573577,Apr/19/2013 21:02,tourist,E - Mystic Carvings,GNU C++,Accepted,78 ms,12200 KB
1337,3572198,Apr/19/2013 20:44,tourist,C - Splitting the Uniqueness,GNU C++,Accepted,140 ms,7000 KB
1338,3571285,Apr/19/2013 20:32,tourist,D - Color the Carpet,GNU C++,Accepted,312 ms,115900 KB
1339,3565273,Apr/19/2013 19:41,tourist,B - Fish Weight,GNU C++,Accepted,93 ms,34800 KB
1340,3564985,Apr/19/2013 19:36,tourist,A - Parity Game,GNU C++,Accepted,31 ms,0 KB
1341,3549635,Apr/16/2013 01:52,tourist,D - Connected Components,MS C++,Accepted,593 ms,7400 KB
1342,3544312,Apr/15/2013 20:10,tourist,C - Beautiful IP Addresses,GNU C++,Accepted,312 ms,70300 KB
1343,3543332,Apr/15/2013 19:56,tourist,D - Connected Components,GNU C++,Accepted,843 ms,7400 KB
1344,3542709,Apr/15/2013 19:50,tourist,E - Copying Data,GNU C++,Accepted,234 ms,27200 KB
1345,3541917,Apr/15/2013 19:42,tourist,A - SMSC,GNU C++,Accepted,15 ms,0 KB
1346,3541690,Apr/15/2013 19:39,tourist,B - Network Topology,GNU C++,Accepted,62 ms,6500 KB
1347,3534877,Apr/14/2013 16:55,tourist,E - Tree-String Problem,GNU C++,Accepted,281 ms,17900 KB
1348,3534834,Apr/14/2013 16:48,tourist,D - Parallel Programming,GNU C++,Accepted,62 ms,0 KB
1349,3534733,Apr/14/2013 16:35,tourist,C - Network Mask,GNU C++,Accepted,93 ms,400 KB
1350,3534671,Apr/14/2013 16:28,tourist,B - Command Line Arguments,GNU C++,Accepted,31 ms,1100 KB
1351,3534645,Apr/14/2013 16:26,tourist,B - Command Line Arguments,GNU C++,Wrong answer on pretest 5,15 ms,1100 KB
1352,3534584,Apr/14/2013 16:21,tourist,A - Spyke Talks,GNU C++,Accepted,15 ms,1700 KB
1353,3277787,Mar/10/2013 20:03,tourist,C - Game on Tree,GNU C++,Accepted,62 ms,10400 KB
1354,3277306,Mar/10/2013 19:58,tourist,B - Maximum Xor Secondary,GNU C++,Accepted,46 ms,400 KB
1355,3275958,Mar/10/2013 19:40,tourist,A - Rectangle Puzzle,GNU C++,Accepted,15 ms,0 KB
1356,3123727,Feb/13/2013 21:29,tourist,C - Dima and Horses,GNU C++,Compilation error,0 ms,0 KB
1357,3123677,Feb/13/2013 21:29,tourist,C - Dima and Horses,GNU C++,Compilation error,0 ms,0 KB
1358,3123615,Feb/13/2013 21:29,tourist,C - Dima and Horses,GNU C++,Compilation error,0 ms,0 KB
1359,3123322,Feb/13/2013 21:27,tourist,C - Dima and Horses,GNU C++,Wrong answer on pretest 7,15 ms,9100 KB
1360,3120720,Feb/13/2013 20:55,tourist,E - Dima and Game,GNU C++,Accepted,15 ms,1300 KB
1361,3117520,Feb/13/2013 20:19,tourist,D - Dima and Figure,GNU C++,Accepted,124 ms,1100 KB
1362,3113886,Feb/13/2013 19:46,tourist,B - Dima and Two Sequences,GNU C++,Accepted,109 ms,7000 KB
1363,3112373,Feb/13/2013 19:36,tourist,A - Dima and Staircase,GNU C++,Accepted,156 ms,3500 KB
1364,3055065,Feb/01/2013 20:55,tourist,D - Maximum Waterfall,GNU C++,Accepted,577 ms,61400 KB
1365,3051384,Feb/01/2013 20:13,tourist,B - Greenhouse Effect,GNU C++,Accepted,171 ms,98300 KB
1366,3050569,Feb/01/2013 20:06,tourist,A - Magical Boxes,GNU C++,Accepted,62 ms,0 KB
1367,3050067,Feb/01/2013 20:03,tourist,A - Magical Boxes,GNU C++,Wrong answer on pretest 4,0 ms,0 KB
1368,3048752,Feb/01/2013 19:53,tourist,C - Flawed Flow,GNU C++,Accepted,281 ms,31300 KB
1369,2844129,Dec/27/2012 21:51,tourist,D - Black and White Tree,GNU C++,Accepted,218 ms,4100 KB
1370,2843326,Dec/27/2012 21:24,* tourist,D - Black and White Tree,GNU C++,Time limit exceeded on test 26,2000 ms,4100 KB
1371,2840239,Dec/27/2012 20:34,* tourist,E - Dividing Kingdom,GNU C++,Accepted,1625 ms,5500 KB
1372,2837093,Dec/27/2012 19:52,* tourist,C - Balls and Boxes,GNU C++,Accepted,93 ms,4400 KB
1373,2836467,Dec/27/2012 19:44,* tourist,B - Ancient Prophesy,GNU C++,Accepted,15 ms,800 KB
1374,2836160,Dec/27/2012 19:39,* tourist,A - Adding Digits,GNU C++,Accepted,31 ms,400 KB
1375,2708116,Dec/06/2012 21:00,tourist,C - Number Transformation,GNU C++,Accepted,203 ms,1400 KB
1376,2707901,Dec/06/2012 20:57,tourist,C - Number Transformation,GNU C++,Skipped,203 ms,1400 KB
1377,2706516,Dec/06/2012 20:37,tourist,D - Two Sets,GNU C++,Accepted,1484 ms,8700 KB
1378,2705710,Dec/06/2012 20:26,tourist,D - Two Sets,GNU C++,Wrong answer on pretest 7,31 ms,7800 KB
1379,2702885,Dec/06/2012 19:52,tourist,B - Playing with Permutations,GNU C++,Accepted,31 ms,200 KB
1380,2702163,Dec/06/2012 19:42,tourist,B - Playing with Permutations,GNU C++,Wrong answer on pretest 10,31 ms,200 KB
1381,2700911,Dec/06/2012 19:32,tourist,A - Points on Line,GNU C++,Accepted,62 ms,1700 KB
1382,2574723,Nov/16/2012 22:33,tourist,B - Hydra,GNU C++,Accepted,187 ms,10200 KB
1383,2570569,Nov/16/2012 20:32,tourist,B - Hydra,GNU C++,Wrong answer on test 48,187 ms,10200 KB
1384,2569802,Nov/16/2012 20:04,tourist,C - Colorado Potato Beetle,GNU C++,Accepted,78 ms,175700 KB
1385,2567807,Nov/16/2012 19:35,tourist,A - The Brand New Function,GNU C++,Accepted,218 ms,19100 KB
1386,2504243,Nov/04/2012 21:49,tourist,E - Meeting Her,GNU C++,Accepted,31 ms,5600 KB
1387,2501797,Nov/04/2012 20:52,tourist,B - Boring Partition,GNU C++,Accepted,93 ms,7000 KB
1388,2500671,Nov/04/2012 20:29,tourist,C - World Eater Brothers,GNU C++,Accepted,750 ms,1200 KB
1389,2498053,Nov/04/2012 20:03,tourist,A - Not Wool Sequences,Delphi,Accepted,62 ms,0 KB
1390,2487982,Nov/01/2012 23:06,tourist,D - Numbers,GNU C++,Accepted,312 ms,160500 KB
1391,2487916,Nov/01/2012 22:59,tourist,D - Numbers,GNU C++,Accepted,375 ms,161000 KB
1392,2487863,Nov/01/2012 22:53,tourist,D - Numbers,MS C++,Time limit exceeded on test 16,6000 ms,191300 KB
1393,2487851,Nov/01/2012 22:52,tourist,D - Numbers,MS C++,Time limit exceeded on test 1,6000 ms,3200 KB
1394,2487772,Nov/01/2012 22:44,tourist,D - Numbers,GNU C++,Wrong answer on test 16,328 ms,191300 KB
1395,2487761,Nov/01/2012 22:44,tourist,D - Numbers,GNU C++,Memory limit exceeded on test 1,62 ms,262100 KB
1396,2487631,Nov/01/2012 22:37,tourist,D - Numbers,GNU C++,Wrong answer on test 16,312 ms,161000 KB
1397,2487241,Nov/01/2012 22:27,tourist,D - Numbers,GNU C++,Wrong answer on test 16,343 ms,161000 KB
1398,2485774,Nov/01/2012 21:55,tourist,B - Friends,GNU C++,Accepted,1437 ms,58700 KB
1399,2484024,Nov/01/2012 21:13,tourist,F - Race,GNU C++,Accepted,31 ms,38500 KB
1400,2483389,Nov/01/2012 20:58,tourist,F - Race,GNU C++,Wrong answer on test 8,15 ms,38500 KB
1401,2482138,Nov/01/2012 20:29,tourist,E - Flights,GNU C++,Accepted,125 ms,900 KB
1402,2481472,Nov/01/2012 20:13,tourist,G - Challenging Balloons,GNU C++,Accepted,15 ms,0 KB
1403,2481354,Nov/01/2012 20:10,tourist,G - Challenging Balloons,GNU C++,Wrong answer on test 1,15 ms,0 KB
1404,2480741,Nov/01/2012 19:56,tourist,C - Mirror Box,GNU C++,Accepted,31 ms,0 KB
1405,2480014,Nov/01/2012 19:38,tourist,A - Old Peykan,GNU C++,Accepted,31 ms,0 KB
1406,2396839,Oct/21/2012 11:22,tourist,B - Let's Play Osu!,Delphi,Accepted,31 ms,5900 KB
1407,2395919,Oct/21/2012 11:15,tourist,A - LCM Challenge,GNU C++,Accepted,62 ms,0 KB
1408,2372786,Oct/16/2012 14:32,tourist,E - Road Repairs,GNU C++,Accepted,171 ms,24600 KB
1409,2372744,Oct/16/2012 14:30,tourist,E - Road Repairs,GNU C++,Wrong answer on test 1,15 ms,24500 KB
1410,2369801,Oct/16/2012 12:58,tourist,E - Road Repairs,GNU C++,Wrong answer on test 15,46 ms,24500 KB
1411,2369245,Oct/16/2012 12:46,tourist,F - TorCoder,GNU C++,Accepted,4687 ms,66300 KB
1412,2368223,Oct/16/2012 12:25,tourist,F - TorCoder,GNU C++,Time limit exceeded on test 19,5000 ms,183300 KB
1413,2364871,Oct/16/2012 11:34,tourist,A - Cinema,GNU C++,Accepted,31 ms,300 KB
1414,2363963,Oct/16/2012 11:23,tourist,D - Merging Two Decks,GNU C++,Accepted,171 ms,12300 KB
